1	0.06	0.48	3.94
2	0.1	0.5	3.97
3	0.14	0.52	3.98
4	0.18	0.55	3.98
5	0.22	0.58	3.99
6	0.26	0.63	3.99
7	0.3	0.65	3.99
8	0.34	0.68	3.98
9	0.38	0.72	3.97
10	0.42	0.74	3.96
11	0.51	0.78	3.94
12	0.54	0.82	3.93
13	0.58	0.85	3.9
14	0.62	0.86	3.86
15	0.66	0.89	3.83
16	0.7	0.91	3.79
17	0.74	0.91	3.74
18	0.78	0.92	3.71
19	0.82	0.9	3.68
20	0.86	0.87	3.65
21	0.9	0.85	3.63
22	0.94	0.83	3.6
23	0.98	0.8	3.57
24	1.02	0.79	3.54
25	1.06	0.76	3.5
26	1.1	0.77	3.48
27	1.14	0.76	3.45
28	1.18	0.78	3.42
29	1.22	0.8	3.38
30	1.26	0.8	3.34
31	1.3	0.82	3.3
32	1.34	0.82	3.27
33	1.38	0.83	3.24
34	1.42	0.83	3.21
35	1.46	0.85	3.2
36	1.5	0.86	3.18
37	1.54	0.86	3.16
38	1.58	0.86	3.13
39	1.62	0.87	3.09
40	1.66	0.87	3.04
41	1.7	0.88	2.99
42	1.74	0.9	2.96
43	1.78	0.91	2.94
44	1.82	0.95	2.9
45	1.86	1.01	2.84
46	1.9	1.06	2.77
47	1.94	1.08	2.67
48	1.98	1.08	2.59
49	2.02	1.03	2.53
50	2.06	0.99	2.47
51	2.1	0.96	2.43
52	2.14	0.93	2.38
53	2.18	0.93	2.34
54	2.22	0.94	2.3
55	2.26	0.94	2.26
56	2.3	0.93	2.22
57	2.34	0.94	2.16
58	2.38	0.94	2.11
59	2.42	0.95	2.03
60	2.46	0.97	1.94
61	2.5	0.97	1.87
62	2.54	0.97	1.8
63	2.58	0.99	1.75
64	2.62	1.01	1.68
65	2.66	1.05	1.57
66	2.7	1.07	1.44
67	2.74	1.07	1.3
68	2.78	1.04	1.21
69	2.82	0.99	1.14
70	2.86	0.93	1.08
71	2.9	0.88	1.04
72	2.94	0.85	0.97
73	2.98	0.86	0.9
74	3.02	0.9	0.82
75	3.06	0.94	0.74
76	3.1	0.97	0.65
77	3.14	1.01	0.59
78	3.18	1.02	0.55
79	3.22	1.05	0.52
80	3.26	1.09	0.5
81	3.3	1.13	0.49
82	3.34	1.17	0.5
83	3.38	1.2	0.52
84	3.42	1.19	0.57
85	3.46	1.22	0.61
86	3.66	1.26	0.64
87	3.7	1.29	0.68
88	3.74	1.34	0.73
89	3.78	1.34	0.78
90	3.82	1.32	0.85
91	3.86	1.3	0.91
92	3.9	1.27	0.98
93	3.94	1.25	1.05
94	3.98	1.22	1.12
95	4.02	1.21	1.19
96	4.06	1.19	1.25
97	4.1	1.17	1.32
98	4.14	1.18	1.38
99	4.18	1.2	1.45
100	4.22	1.24	1.51
101	4.26	1.27	1.55
102	4.3	1.29	1.58
103	4.34	1.31	1.63
104	4.38	1.31	1.7
105	4.42	1.33	1.82
106	4.46	1.33	1.96
107	4.5	1.3	2.1
108	4.54	1.27	2.23
109	4.58	1.25	2.34
110	4.62	1.26	2.43
111	4.66	1.29	2.53
112	4.7	1.33	2.6
113	4.74	1.36	2.67
114	4.78	1.4	2.73
115	4.82	1.47	2.77
116	4.86	1.55	2.83
117	4.9	1.65	2.89
118	4.94	1.74	2.97
119	4.98	1.79	3.03
120	5.02	1.86	3.1
121	5.06	1.91	3.17
122	5.1	1.99	3.23
123	5.14	2.1	3.29
124	5.18	2.2	3.32
125	5.22	2.3	3.34
126	5.26	2.36	3.36
127	5.3	2.39	3.39
128	5.34	2.43	3.41
129	5.38	2.46	3.44
130	5.42	2.49	3.44
131	5.46	2.58	3.43
132	5.5	2.69	3.42
133	5.54	2.8	3.44
134	5.58	2.94	3.46
135	5.62	3.01	3.48
136	5.66	3.1	3.49
137	5.7	3.18	3.49
138	5.74	3.25	3.49
139	5.78	3.31	3.48
140	5.82	3.34	3.49
141	5.86	3.43	3.52
142	5.9	3.51	3.58
143	5.94	3.6	3.69
144	5.98	3.69	3.82
145	6.02	3.73	3.96
146	6.06	3.78	4.09
147	6.1	3.86	4.23
148	6.14	3.94	4.35
149	6.18	4.08	4.46
150	6.22	4.23	4.56
151	6.26	4.39	4.64
152	6.3	4.57	4.72
153	6.34	4.68	4.79
154	6.38	4.76	4.85
155	6.42	4.84	4.94
156	6.46	4.94	5.02
157	6.5	4.98	5.07
158	6.54	5.03	5.12
159	6.58	5.07	5.13
160	6.62	5.11	5.15
161	6.66	5.28	5.18
162	6.7	5.46	5.24
163	6.74	5.64	5.3
164	6.78	5.81	5.35
165	6.82	5.9	5.4
166	6.86	5.98	5.41
167	6.9	6.06	5.42
168	6.94	6.13	5.44
169	6.98	6.21	5.47
170	7.02	6.33	5.54
171	7.06	6.45	5.6
172	7.1	6.54	5.66
173	7.14	6.64	5.72
174	7.18	6.7	5.76
175	7.22	6.82	5.81
176	7.26	6.96	5.91
177	7.3	7.11	6
178	7.34	7.26	6.08
179	7.38	7.38	6.16
180	7.42	7.51	6.2
181	7.46	7.63	6.19
182	7.5	7.81	6.14
183	7.54	8	6.04
184	7.58	8.17	5.92
185	7.62	8.34	5.8
186	7.66	8.46	5.71
187	7.7	8.55	5.65
188	7.74	8.66	5.6
189	7.78	8.75	5.58
190	7.82	8.87	5.56
191	7.86	9	5.55
192	7.9	9.09	5.52
193	7.94	9.14	5.49
194	7.98	9.19	5.45
195	8.02	9.24	5.41
196	8.06	9.33	5.35
197	8.1	9.44	5.31
198	8.14	9.54	5.29
199	8.18	9.65	5.27
200	8.22	9.77	5.25
